#step,index
0,0.750377
1,0.633753
2,0.633753
3,0.633753
4,0.633753
5,0.633753
6,0.552068
7,0.552068
8,0.552068
9,0.552068
10,0.552068
11,0.552068
12,0.573319
13,0.573319
14,0.573319
15,0.524072
16,0.524072
17,0.524072
18,0.524072
19,0.524072
20,0.524072
21,0.524072
22,0.524072
23,0.524072
24,0.524072
25,0.524072
26,0.524072
27,0.524072
28,0.524072
29,0.524072
30,0.524072
31,0.524072
32,0.524072
33,0.524072
34,0.524072
35,0.524072
36,0.524072
37,0.524072
38,0.524072
39,0.524072
40,0.524072
41,0.524072
42,0.524072
43,0.524072
44,0.524072
45,0.524072
46,0.524072
47,0.524072
48,0.524072
49,0.524072
50,0.524072
51,0.524072
52,0.524072
53,0.524072
54,0.524072
55,0.524072
56,0.524072
57,0.524072
58,0.524072
59,0.524072
60,0.524072
61,0.524072
62,0.524072
63,0.524072
64,0.524072
65,0.524072
66,0.524072
67,0.524072
68,0.524072
69,0.524072
70,0.524072
71,0.524072
72,0.524072
73,0.524072
74,0.524072
75,0.524072
76,0.524072
77,0.524072
78,0.524072
79,0.524072
80,0.524072
81,0.524072
82,0.524072
83,0.524072
84,0.524072
85,0.524072
86,0.524072
87,0.524072
88,0.524072
89,0.524072
90,0.524072
91,0.524072
92,0.524072
93,0.524072
94,0.524072
95,0.524072
96,0.524072
97,0.524072
98,0.524072
99,0.524072
100,0.524072
101,0.524072
102,0.524072
103,0.524072
104,0.524072
105,0.524072
106,0.524072
107,0.524072
108,0.524072
109,0.524072
110,0.524072
111,0.524072
112,0.524072
113,0.524072
114,0.524072
115,0.524072
116,0.524072
117,0.524072
118,0.524072
119,0.524072
120,0.524072
121,0.524072
122,0.524072
123,0.524072
124,0.524072
125,0.524072
126,0.524072
127,0.524072
128,0.524072
129,0.524072
130,0.524072
131,0.524072
132,0.524072
133,0.524072
134,0.524072
135,0.524072
136,0.524072
137,0.524072
138,0.524072
139,0.524072
140,0.524072
141,0.524072
142,0.524072
143,0.524072
144,0.524072
145,0.524072
146,0.524072
147,0.524072
148,0.524072
149,0.524072
150,0.524072
151,0.524072
152,0.524072
153,0.524072
154,0.524072
155,0.524072
156,0.524072
157,0.524072
158,0.524072
159,0.524072
160,0.524072
161,0.524072
